_id,user_id,crawl_time,created_at,like_num,repost_num,comment_num,content,origin_weibo,geo_info,hashtags,fans_num,community,community_
IqYKkp1tA,e191a2f37bb9d0c1,1590404603,2020-01-24 16:47,0,0,0,#武汉小汤山模式医院建设现场#【与时间赛跑！航拍武汉版小汤山工程进度：上百台机械同时开挖[加油]】#武汉小汤山医院定名火神山医院#1月23日，武汉版“小汤山”建设消息一出，24日上百台机械已到达现场同时开挖。该医院将在6天内建成，预计2月3日前投入使用。建筑面积达2.5万平方米，可容一千张病床。@一手Video http://t.cn/A6PyuF1J转发理由:转发微博,IqYJRcxc2,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",142,"{'Community 7': 1, 'Community 3': 1}",1
IqYPkmRuM,81309d3b26f5ccdf,1590833484,2020-01-24 16:59,0,0,0,#武汉小汤山模式医院建设现场#【与时间赛跑！航拍武汉版小汤山工程进度：上百台机械同时开挖[加油]】#武汉小汤山医院定名火神山医院#1月23日，武汉版“小汤山”建设消息一出，24日上百台机械已到达现场同时开挖。该医院将在6天内建成，预计2月3日前投入使用。建筑面积达2.5万平方米，可容一千张病床。@一手Video http://t.cn/A6PyuF1J转发理由:武汉加油,IqYJRcxc2,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",936,"{'Community 7': 1, 'Community 3': 1}",1
IqYQ03ZGN,20a6ad7bfca47ab6,1590799368,2020-01-24 17:01,0,0,0,#武汉小汤山模式医院建设现场#【与时间赛跑！航拍武汉版小汤山工程进度：上百台机械同时开挖[加油]】#武汉小汤山医院定名火神山医院#1月23日，武汉版“小汤山”建设消息一出，24日上百台机械已到达现场同时开挖。该医院将在6天内建成，预计2月3日前投入使用。建筑面积达2.5万平方米，可容一千张病床。@一手Video http://t.cn/A6PyuF1J转发理由:徐老师牛逼@,IqYJRcxc2,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",668,"{'Community 7': 1, 'Community 3': 1}",1
IqZArm9vN,9a6536cb4a6ea0db,1587903236,2020-01-24 18:55,0,0,0,#武汉小汤山模式医院建设现场#高清航拍武汉施工现场，急建“小汤山”模式医院！ 与时间赛跑，疫无情，人有爱！祝安中国[心]武汉加油[心] #武汉小汤山医院定名火神山医院#娱·小白的微博视频 转发理由:转发微博,IqZgRsKWo,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",202,"{'Community 7': 1, 'Community 3': 1}",1
IqZNXk787,1bde8c8e9ec9145a,1590219655,2020-01-24 19:28,0,0,0,#武汉小汤山模式医院建设现场##火神山医院将于2月1日建成#武汉将参照“小汤山模式”建专门医院 2月3日前建成！武汉相信你可以痊愈，另外今日爱豆星闻的微博视频 转发理由:中国速度 中国力量 武汉加油！[加油][加油][加油],IqZvEDv2e,,"['#武汉小汤山模式医院建设现场#', '#火神山医院将于2月1日建成#']",78,"{'Community 7': 1, 'Community 10': 1}",1
IqZPx9ksX,270ff6dc9fdc6471,1590386603,2020-01-24 19:32,0,0,0,#武汉小汤山模式医院建设现场#【与时间赛跑！航拍武汉版小汤山工程进度：上百台机械同时开挖[加油]】#武汉小汤山医院定名火神山医院#1月23日，武汉版“小汤山”建设消息一出，24日上百台机械已到达现场同时开挖。该医院将在6天内建成，预计2月3日前投入使用。建筑面积达2.5万平方米，可容一千张病床。@一手Video http://t.cn/A6PyuF1J转发理由:加油！辛苦,IqYJRcxc2,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",135,"{'Community 7': 1, 'Community 3': 1}",1
IqZUADB14,8ead27197cb36ff3,1590602122,2020-01-24 19:45,0,0,0,#武汉小汤山模式医院建设现场##火神山医院将于2月1日建成#武汉将参照“小汤山模式”建专门医院 2月3日前建成！武汉相信你可以痊愈，另外今日爱豆星闻的微博视频 转发理由:三局加油！武汉加油！,IqZvEDv2e,,"['#武汉小汤山模式医院建设现场#', '#火神山医院将于2月1日建成#']",257,"{'Community 7': 1, 'Community 10': 1}",1
Ir0030IoK,bf1ce105031ccdc9,1587971398,2020-01-24 19:58,0,0,0,武汉小汤山医院定名【火神山医院】，可容纳1000张床位！预计2月3日投入使用！ 武汉市城建局紧急召集中建三局等单位举行专题会议，要求参照2003年抗击非典期间北京小汤山医院模式，在武汉职工疗养院建设一座专门医院——武汉蔡甸火神山医院，集中收治新型冠状病毒肺炎患者。 医院建筑面积2.5万平方米，可容纳1000张床位，由中建三局牵头，武汉建工、武汉市政、汉阳市政等3家企业参与。 这个名字有好，今年五行属金，而在五行相生相克中火克金，因此火神山医院一定能克服今年的疫情！武汉加油！！[good]  #武汉小汤山模式医院建设现场# http://t.cn/A6PUeyZV转发理由:转发微博,IqZYf3FFk,,['#武汉小汤山模式医院建设现场#'],309,{'Community 7': 1},1
Ir00qF58u,f040afeec6d32f1b,1590912773,2020-01-24 19:59,0,0,0,#武汉小汤山模式医院建设现场##武汉小汤山医院定名火神山医院#我们在年夜饭，他们在加班干。🙏🙏🙏 转发理由:致敬,IqZWlnK2g,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",7117,"{'Community 7': 1, 'Community 3': 1}",1
Ir01uh4Wf,2f4278bca50de8b8,1590308025,2020-01-24 20:02,0,0,0,#武汉小汤山模式医院建设现场#【与时间赛跑！航拍武汉版小汤山工程进度：上百台机械同时开挖[加油]】#武汉小汤山医院定名火神山医院#1月23日，武汉版“小汤山”建设消息一出，24日上百台机械已到达现场同时开挖。该医院将在6天内建成，预计2月3日前投入使用。建筑面积达2.5万平方米，可容一千张病床。@一手Video http://t.cn/A6PyuF1J转发理由:转发微博,IqYJRcxc2,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",108,"{'Community 7': 1, 'Community 3': 1}",1
Ir02MBUc0,291fa24c95a1449f,1590771079,2020-01-24 20:05,0,0,0,#武汉小汤山模式医院建设现场##武汉小汤山医院定名火神山医院#我们在年夜饭，他们在加班干。🙏🙏🙏 转发理由:转发微博,IqZWlnK2g,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",539,"{'Community 7': 1, 'Community 3': 1}",1
Ir06bA6Y5,776350b8f8704aeb,1587972285,2020-01-24 20:13,0,0,0,#武汉小汤山模式医院建设现场#【与时间赛跑！航拍武汉版小汤山工程进度：上百台机械同时开挖[加油]】#武汉小汤山医院定名火神山医院#1月23日，武汉版“小汤山”建设消息一出，24日上百台机械已到达现场同时开挖。该医院将在6天内建成，预计2月3日前投入使用。建筑面积达2.5万平方米，可容一千张病床。@一手Video http://t.cn/A6PyuF1J转发理由://@沾沾喜气bot:顺丰已经开通了武汉捐赠的绿色通道，请有捐赠需求的朋友拨打95338专项电话与客服人员联系，请务必强调是救灾捐赠物资，经核实后会安排收寄。因为有人有物资没办法运送进去，顺丰开通了紧急通道很多人不知道 祝大家新年快乐，打扰了。,IqYJRcxc2,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",311,"{'Community 7': 1, 'Community 3': 1}",1
Ir083s4DA,50b1cda4b057cdf2,1587918007,2020-01-24 20:18,0,0,0,#武汉小汤山模式医院建设现场#【与时间赛跑！航拍武汉版小汤山工程进度：上百台机械同时开挖[加油]】#武汉小汤山医院定名火神山医院#1月23日，武汉版“小汤山”建设消息一出，24日上百台机械已到达现场同时开挖。该医院将在6天内建成，预计2月3日前投入使用。建筑面积达2.5万平方米，可容一千张病床。@一手Video http://t.cn/A6PyuF1J转发理由:为我的国点赞👍,IqYJRcxc2,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",213,"{'Community 7': 1, 'Community 3': 1}",1
Ir09m6kK8,d6cc7de363330e7d,1587810245,2020-01-24 20:21,0,0,0,#武汉小汤山模式医院建设现场##武汉小汤山医院定名火神山医院#我们在年夜饭，他们在加班干。🙏🙏🙏 转发理由://@和晶:转发微博,IqZWlnK2g,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",113,"{'Community 7': 1, 'Community 3': 1}",1
Ir0ad27q9,2fbf0271f3e6f735,1587801930,2020-01-24 20:23,0,0,0,#武汉小汤山模式医院建设现场#【与时间赛跑！航拍武汉版小汤山工程进度：上百台机械同时开挖[加油]】#武汉小汤山医院定名火神山医院#1月23日，武汉版“小汤山”建设消息一出，24日上百台机械已到达现场同时开挖。该医院将在6天内建成，预计2月3日前投入使用。建筑面积达2.5万平方米，可容一千张病床。@一手Video http://t.cn/A6PyuF1J转发理由://@沾沾喜气bot:顺丰已经开通了武汉捐赠的绿色通道，请有捐赠需求的朋友拨打95338专项电话与客服人员联系，请务必强调是救灾捐赠物资，经核实后会安排收寄。因为有人有物资没办法运送进去，顺丰开通了紧急通道很多人不知道 祝大家新年快乐，打扰了。,IqYJRcxc2,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",106,"{'Community 7': 1, 'Community 3': 1}",1
Ir0adBzzz,27055ed76cf2e0d9,1590737702,2020-01-24 20:23,0,0,0,#武汉小汤山模式医院建设现场#【与时间赛跑！航拍武汉版小汤山工程进度：上百台机械同时开挖[加油]】#武汉小汤山医院定名火神山医院#1月23日，武汉版“小汤山”建设消息一出，24日上百台机械已到达现场同时开挖。该医院将在6天内建成，预计2月3日前投入使用。建筑面积达2.5万平方米，可容一千张病床。@一手Video http://t.cn/A6PyuF1J转发理由:转发微博,IqYJRcxc2,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",443,"{'Community 7': 1, 'Community 3': 1}",1
Ir0avCWC3,9934f4025206f757,1587560154,2020-01-24 20:24,0,0,0,#武汉小汤山模式医院建设现场#【与时间赛跑！航拍武汉版小汤山工程进度：上百台机械同时开挖[加油]】#武汉小汤山医院定名火神山医院#1月23日，武汉版“小汤山”建设消息一出，24日上百台机械已到达现场同时开挖。该医院将在6天内建成，预计2月3日前投入使用。建筑面积达2.5万平方米，可容一千张病床。@一手Video http://t.cn/A6PyuF1J转发理由:转发微博,IqYJRcxc2,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",57,"{'Community 7': 1, 'Community 3': 1}",1
Ir0aDgTnB,f3b74ae67b351827,1587942411,2020-01-24 20:24,0,0,0,#武汉小汤山模式医院建设现场##武汉小汤山医院定名火神山医院#我们在年夜饭，他们在加班干。🙏🙏🙏 转发理由:转发微博,IqZWlnK2g,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",269,"{'Community 7': 1, 'Community 3': 1}",1
Ir0ban1ME,e4afd3a862b328b5,1587804211,2020-01-24 20:25,0,0,0,#武汉小汤山模式医院建设现场#【与时间赛跑！航拍武汉版小汤山工程进度：上百台机械同时开挖[加油]】#武汉小汤山医院定名火神山医院#1月23日，武汉版“小汤山”建设消息一出，24日上百台机械已到达现场同时开挖。该医院将在6天内建成，预计2月3日前投入使用。建筑面积达2.5万平方米，可容一千张病床。@一手Video http://t.cn/A6PyuF1J转发理由://@沾沾喜气bot：顺丰已经开通了武汉捐赠的绿色通道，请有捐赠需求的朋友拨打95338专项电话与客服人员联系，请务必强调是救灾捐赠物资，经核实后会安排收寄。因为有人有物资没办法运送进去，顺丰开通了紧急通道很多人不知道 祝大家新年快乐，打扰了。,IqYJRcxc2,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",108,"{'Community 7': 1, 'Community 3': 1}",1
Ir0btANYk,370f34e71a343997,1588026226,2020-01-24 20:26,1,0,0,【与时间赛跑！#武汉小汤山模式医院建设现场#】这就是基建狂魔的速度！！！ 央视新闻的微博视频 转发理由:致敬中国速度，火神山，纸船明烛照天烧！,Ir06BhZGq,,['#武汉小汤山模式医院建设现场#'],604,{'Community 7': 1},1
Ir0bjg3kE,a2bb98bf189fa381,1590832653,2020-01-24 20:26,0,0,0,#武汉小汤山模式医院建设现场#【与时间赛跑！航拍武汉版小汤山工程进度：上百台机械同时开挖[加油]】#武汉小汤山医院定名火神山医院#1月23日，武汉版“小汤山”建设消息一出，24日上百台机械已到达现场同时开挖。该医院将在6天内建成，预计2月3日前投入使用。建筑面积达2.5万平方米，可容一千张病床。@一手Video http://t.cn/A6PyuF1J转发理由:真实的哭了[泪][泪][泪][泪][泪]辛苦你们了,IqYJRcxc2,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",927,"{'Community 7': 1, 'Community 3': 1}",1
Ir0bFprmO,969043d05cfc6008,1590698712,2020-01-24 20:27,0,0,0,#武汉小汤山模式医院建设现场#【与时间赛跑！航拍武汉版小汤山工程进度：上百台机械同时开挖[加油]】#武汉小汤山医院定名火神山医院#1月23日，武汉版“小汤山”建设消息一出，24日上百台机械已到达现场同时开挖。该医院将在6天内建成，预计2月3日前投入使用。建筑面积达2.5万平方米，可容一千张病床。@一手Video http://t.cn/A6PyuF1J转发理由:吹爆中国速度！,IqYJRcxc2,,"['#武汉小汤山模式医院建设现场#', '#武汉小汤山医院定名火神山医院#']",366,"{'Community 7': 1, 'Community 3': 1}",1
